Project ID,Project Name,Project type,Project website,Area of Society,DSI Areas,Social Impact,Technology Focus,Technology method,Timestamp ID,Date and Time
a6f79ef8-9caa-0040-1242-822db3443118,Liquid Feedback,advocating and campaigning,,participation and democracy,open democracy,"To date the most significant impact of the platform can be argued to be
the update of the platform by the Pirate Party and M5S. The Pirate Party
has experienced a rapid growth in Germany and have amongst others
secured seats in the parliament of the city-state of Berlin, seats in the
regional parliament of Saarland. More than 10,000 members of the Pirate
Party in Germany take part in the partys use of the Liquid Feedback
platform. In Italy the 5 Star Movement or M5S has also experimented
with the platform.",open knowledge,"decision making, e petitions",cb808ca1-d947-a245-799d-0a7cd9c8bc46,
354d5864-b034-11fd-3ba1-f165558e61c3,RoboTeb,education and training,www.elteb.org,"robotics, social innovation, education and skills, social ict",new ways of making,"Through robotics develop projects that allow to develop productive skills, creative communication and teamwork. In addition, RoboTeb is a social innovation engine works to develop new ideas and challenges.","open knowledge, open hardware","learning by doing, social networks",b3896210-009a-66da-bb3d-9dfa9838b4c8,
e03987fd-4375-9b4d-221f-6a6b71328e35,Democratisation of Usability,advocating and campaigning,Usability,"education and skills, work and employment, participation and democracy, finance and economy",new ways of making,Increased utility for consumers. Increased competitiveness for advanced manufacturing supply chains. ,"open knowledge, open networks, open data","open data, personal monitoring, p2p   distributed exchange networks, social networks, online learning models and moocs, online market place, mobile apps, crowdfunding, sensors and internet of things",f2b39e54-0c25-2211-fd20-217d805b0976,12/1/2015
d1a9a7bd-3068-7ffd-0638-fc07ad07f34a,crowdversations,consultancy,www.creative-generation.org.uk,"community wellbeing, intergenerational learning, digital inclusion, young people residents in social housing, community development, education and skills, employability and wisdom sharing skills, oral history, work and employment, culture and arts, neighbourhood regeneration","collaborative economy, open democracy","Leadership development for older people and young people through soft skills sharing and development. Community media development to increase hyperlocal digital storytelling and news, documentary and music content creation. We are looking at establishing an academy reaching out 200 people a year across age in London and the UK from 2015 onwards. 

Looking at ways of creating digital and creative employment starting from placement in the industry and training as video journalist. We are looking at shorten the gap between alternative education, the barrier of education costs and employment. 

Long term impact looking at collective digital copyright as a community asset and a co-operative management of IP, looking at rewarding co-creators whilst building libraries of shared wisdom for the community.  

From pilot stage, growing from one housing estate in London to  a network and learning hub","open knowledge, open networks","geotagging, social media, video research, crowdfunding, crowdsourcing, p2p   distributed exchange networks",704327a6-a553-0f11-da03-9470a4f39557,
065a6fd9-3248-6b65-b0b0-f2237be139ba,Code 4 Pizza,maker and hacker spaces,code4pizza.com,tech for social good,new ways of making,Creating cool things for public service value,"open knowledge, open data","open data, web apps, hyperlocal, peer to peer pizza powered collaboration",826e5eed-03b7-e6a5-2b02-5fcd8541193b,
5d91d47a-f0ff-b698-c1ab-8e0a9d26c9c1,Makestorming,method,,"collaboration, participation and democracy, design, work and employment","collaborative economy, new ways of making, awareness networks","Makestorming promotes a new culture of collaboration  one thats more transparent and hands-on, with a flatter hierarchy  in large organisations that need to change their approach and their work culture.","open knowledge, open networks","prototyping, web, mobile apps, 3d printing, internet of things, video",6d359116-8598-6d82-85fa-aaa9a8781d49,
135c78ec-bb2a-6840-5856-ed8737260f99,BikeDistrict,delivering a web service,www.bikedistrict.org,"green economy, city planning, environment, cycling, mobility","new ways of making, open access","destination itineraries in the city of Milan during 2013) and regarding the perception of quality of the road infrastructure and the bike facilities, expressed directly by the bike users. 
","open networks, open data","crowdmapping, big data, network science, crowdsourcing, data analisys, open data",53bd2221-33ba-9a5f-f285-d01c68c6a234,
1ee2c1b2-d090-e245-4be9-6935f296f5b5,Civil Legal Advice Operator Service,delivering a web service,civil-legal-advice,civil legal issues,new ways of making,.,open networks,open source,5f6cad58-9653-f5af-b4f0-9275cb2107aa,
e6a87327-0ead-9129-c591-fd3fa729d27b,Fab the Library!,maker and hacker spaces,,"education and skills, science, work and employment, participation and democracy, culture and arts","awareness networks, new ways of making",Fab the Library! helps (public) libraries to join the growing maker movement.,open knowledge,"3d printing, digital fabrication",cfe4c4a0-cbf5-4039-eede-235cffb84bc0,12/1/2016
27c56135-d9d3-76ef-5213-6c9ae75a5753,ecomumy - Helping to reduce CO2 emission cause by daily School Run cars,delivering a web service,www.ecomumy.co.uk,"energy and environment, stressed parents, co2 emission, traffic congession",collaborative economy,Help to reduce CO2 emission caused by over 11 million vehicles daily in the UK; Help to ease traffic congestion; Help stressed parents,open networks,mobile apps,dfbe896a-2b5d-65ea-2439-73b5dcb5d392,
751e5b26-2724-df9b-46e8-ba4af0e56305,Live Stream dedicated to the cultural community,delivering a web service,on_demand.php,"education and skills, participation and democracy, culture and arts, finance and economy","collaborative economy, new ways of making, awareness networks, open access","We broaden access to culture on a global scale though the dissemination of cultural content from the UK and Europe. We provide the capacity for interactive, live events that promote audience development, engagement and cross-cultural collaboration. ","open hardware, open knowledge","online market place, social networks, online peer support, social media, online learning models and moocs",705ad299-616b-0225-30bc-bf1a7c20ab46,
cea69e91-5b71-bd07-c0df-f22fd6cd95b8,Infolab,incubators and accelerators,?-Infolab-,"participation and democracy, finance and economy, neighbourhood regeneration, education and skills",,Empower local players through the use of data.,"open networks, open data, open knowledge","big data, sensors and internet of things, open data, crowdmapping, social media",9153780b-fd02-219f-411f-478fef34d4a3,
4356ce62-6bb9-8ff3-106c-901547d0203f,"organising international seminars, workshops and study visits",event,www.festiwalbiegowy.pl,"grassrooted sport, education and skills, health and wellbeing",,"Support intercultural events and exoeriences  conferences, intercultural side events  during the running competitions.
The activities were implemented in Polish-Slovak-Maltese-Greek-French partnership. Main project actions included the organization of side events and the system of running competitions in order to develop the recognizable sports events in the region.

Implementation and promotion of joint international running competitions in 2013 in Polish-Slovak cross-border region contributed to the creation of active networks across national boundaries and to the development of active local communities ready to take joint actions in the field of sports, especially grassroots sport.
The competitions were open to families, children, youth, professional runners, amateurs as well as to the senior citizens. The conferences popularised the physical activity and healthy lifestyle, the sports exhibitions demonstrated the role of sport in everyday life. The concerts, animations for kids and joint activities experiences contributed to the creation of friendly atmosphere and relations for all the participants of the events and their families.","open knowledge, open data","social media, otwarte dane, aplikacji mobilnych, social networks, osobista monitoringu, due dane",ae53711f-14ce-16e6-bbd8-c6d22481d5d4,
